Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
105,Gary Clark\clarkga01,PF,25,HOU,18,212,11.9,.564,.864,.119,5.4,14.2,9.8,7.6,0.4,2.8,3.1,12.4,,0.4,0.2,0.6,.128,,0.2,-1.1,-0.9,0.1
106,Brandon Clarke\clarkbr01,PF,23,MEM,42,912,21.9,.679,.132,.228,6.6,21.5,14.2,10.3,1.1,3.4,9.4,19.0,,2.7,0.9,3.5,.187,,1.9,0.6,2.5,1.0
107,Jordan Clarkson\clarkjo01,SG,27,UTA,18,459,16.3,.561,.482,.164,3.0,7.9,5.6,9.3,1.4,0.9,6.9,24.8,,0.5,0.5,1.0,.107,,1.4,-1.8,-0.4,0.2
108,Jordan Clarkson\clarkjo01,SG,27,CLE,29,666,19.0,.581,.488,.264,3.5,8.0,5.7,17.3,1.2,1.0,9.7,25.8,,1.5,0.1,1.5,.111,,3.2,-3.5,-0.3,0.3
109,Jordan Clarkson\clarkjo01,SG,27,TOT,47,1125,17.9,.573,.486,.223,3.3,8.0,5.7,14.0,1.3,1.0,8.6,25.4,,2.0,0.6,2.6,.110,,2.5,-2.8,-0.3,0.5
110,Nicolas Claxton\claxtni01,PF,20,BRK,14,183,14.6,.570,.152,.413,10.9,13.2,12.1,12.9,0.3,3.6,14.2,14.5,,0.3,0.2,0.4,.115,,-1.6,1.0,-0.6,0.1
111,Chris Clemons\clemoch01,SG,22,HOU,26,231,13.6,.566,.769,.043,0.9,8.5,4.7,12.7,1.2,1.8,11.8,24.0,,0.1,0.2,0.3,.064,,0.0,-3.7,-3.7,-0.1
112,Antonius Cleveland\clevean01,SG,25,DAL,3,14,7.4,.667,.333,.000,0.0,22.0,11.2,0.0,0.0,0.0,25.0,12.2,,0.0,0.0,0.0,-0.005,,-6.9,-4.7,-11.6,0.0
113,Amir Coffey\coffeam01,SG,22,LAC,2,5,35.7,.833,.667,.000,0.0,0.0,0.0,43.4,0.0,0.0,0.0,24.7,,0.0,0.0,0.0,.443,,14.7,-12.5,2.2,0.0
114,John Collins\collijo01,PF,22,ATL,23,700,21.9,.620,.265,.198,8.5,27.7,18.0,6.7,1.1,5.0,10.0,23.1,,1.4,0.8,2.2,.148,,0.4,0.2,0.6,0.5
115,Zach Collins\colliza01,PF,22,POR,3,86,9.0,.624,.368,.316,4.8,9.4,7.2,9.2,0.0,2.0,21.7,13.6,,0.1,0.0,0.1,.048,,-1.8,-1.5,-3.3,0.0
116,Mike Conley\conlemi01,PG,32,UTA,28,764,11.8,.494,.415,.274,2.4,9.1,5.9,22.0,1.2,0.4,12.9,23.4,,0.1,0.8,0.9,.055,,-0.9,-1.0,-2.0,0.0
117,Pat Connaughton\connapa01,SG,27,MIL,44,781,11.0,.535,.516,.133,4.6,18.5,12.0,11.3,0.8,2.6,15.0,12.4,,0.5,1.4,1.9,.116,,-2.1,2.2,0.1,0.4
118,Quinn Cook\cookqu01,PG,26,LAL,31,374,11.1,.525,.364,.058,1.8,8.8,5.4,14.1,1.3,0.2,12.2,20.4,,0.0,0.4,0.4,.050,,-2.3,-2.3,-4.6,-0.3
119,Tyler Cook\cookty01,PF,22,CLE,11,35,24.2,.752,.000,.600,12.5,19.0,15.8,4.6,1.4,0.0,7.3,16.6,,0.2,0.0,0.2,.247,,2.5,-3.2,-0.7,0.0
120,Robert Covington\covinro01,PF,29,MIN,46,1346,13.6,.573,.631,.186,2.5,19.3,10.6,6.0,2.6,2.6,12.0,17.9,,0.6,1.8,2.4,.087,,-0.7,1.3,0.6,0.9
121,Allen Crabbe\crabbal01,SG,27,ATL,28,522,7.3,.482,.650,.084,2.0,11.5,6.7,7.4,1.3,0.6,7.5,12.7,,0.0,0.2,0.1,.013,,-2.7,-1.6,-4.4,-0.3
122,Allen Crabbe\crabbal01,SG,27,TOT,32,585,6.6,.476,.658,.087,1.8,11.3,6.5,7.3,1.2,0.6,8.2,12.9,,-0.1,0.2,0.0,.004,,-3.1,-1.8,-4.9,-0.4
123,Allen Crabbe\crabbal01,SG,27,MIN,4,63,1.0,.424,.722,.111,0.0,10.2,5.0,6.6,0.0,0.0,13.7,14.4,,-0.1,0.0,-0.1,-0.072,,-6.1,-3.3,-9.4,-0.1
124,Torrey Craig\craigto01,SF,29,DEN,36,593,9.7,.522,.483,.159,6.0,13.2,9.6,5.2,1.2,3.7,9.4,12.4,,0.3,0.7,1.1,.085,,-2.1,1.1,-0.9,0.2
125,Jae Crowder\crowdja01,SF,29,MEM,44,1297,11.1,.508,.668,.241,3.3,18.9,11.2,12.0,1.7,0.9,11.0,15.8,,0.5,1.1,1.6,.057,,-0.4,0.3,-0.1,0.6
126,Jarrett Culver\culveja01,SG,20,MIN,46,1138,9.6,.450,.391,.204,4.9,10.3,7.5,11.6,1.9,2.3,11.4,19.8,,-1.1,1.0,-0.1,-0.006,,-3.4,0.2,-3.2,-0.3
127,Seth Curry\curryse01,SG,29,DAL,46,1057,14.3,.612,.573,.173,2.1,7.1,4.6,11.3,1.2,0.6,9.4,18.0,,2.1,0.5,2.6,.117,,1.9,-2.2,-0.3,0.5
128,Stephen Curry\curryst01,PG,31,GSW,4,112,20.5,.548,.561,.273,3.7,15.8,9.5,42.5,2.1,1.6,16.9,33.8,,0.1,0.1,0.2,.073,,4.5,-1.2,3.3,0.1
129,Troy Daniels\danietr01,SG,28,LAL,35,414,9.7,.538,.683,.092,3.0,7.7,5.4,4.5,0.9,0.6,5.1,15.9,,0.3,0.4,0.7,.080,,-0.6,-2.6,-3.2,-0.1
130,Anthony Davis\davisan02,PF,26,LAL,40,1388,28.3,.612,.196,.449,6.8,22.1,14.6,15.1,2.1,6.4,10.0,29.6,,4.7,2.9,7.6,.262,,3.4,3.7,7.1,3.2
131,Ed Davis\davised01,C,30,UTA,24,255,6.5,.394,.000,.344,11.7,26.5,19.4,4.0,1.9,2.9,26.1,8.5,,-0.1,0.5,0.4,.070,,-5.1,3.8,-1.2,0.0
132,Terence Davis\daviste02,SG,22,TOR,49,811,15.2,.606,.565,.130,4.6,16.6,10.7,16.4,1.5,1.2,14.1,17.9,,1.2,1.3,2.5,.149,,0.9,0.6,1.5,0.7
133,Dewayne Dedmon\dedmode01,C,30,SAC,33,506,8.7,.488,.417,.172,9.1,25.9,17.3,3.4,1.3,3.9,19.7,18.8,,-0.6,0.6,0.0,.000,,-5.8,-0.1,-5.9,-0.5
134,Matthew Dellavedova\dellama01,PG,29,CLE,44,554,7.5,.434,.524,.222,2.4,7.8,5.1,28.5,1.3,0.2,22.0,13.7,,-0.1,0.0,-0.1,-0.005,,-3.4,-3.2,-6.7,-0.7
135,DeMar DeRozan\derozde01,SF,30,SAS,47,1617,22.0,.608,.039,.431,2.1,15.5,8.8,24.2,1.4,0.6,11.6,26.9,,4.4,0.9,5.3,.158,,2.5,-0.9,1.6,1.5
136,Cheick Diallo\diallch01,C,23,PHO,31,277,17.8,.700,.025,.333,7.4,23.2,15.1,8.2,1.2,1.6,14.7,16.7,,0.6,0.3,0.9,.162,,-1.1,-0.1,-1.2,0.1
137,Hamidou Diallo\diallha01,SF,21,OKC,30,586,8.7,.483,.148,.206,4.7,14.9,10.0,4.5,2.1,0.9,13.1,17.8,,-0.5,0.7,0.2,.016,,-4.8,0.1,-4.8,-0.4
138,Gorgui Dieng\dienggo01,C,30,MIN,43,748,18.1,.559,.432,.211,9.3,25.5,17.1,11.6,2.3,4.4,11.8,18.2,,1.0,1.2,2.2,.142,,-0.2,2.7,2.5,0.8
139,Spencer Dinwiddie\dinwisp01,SG,26,BRK,47,1463,18.2,.542,.378,.411,1.4,9.2,5.4,34.9,1.0,0.9,12.5,30.2,,2.3,1.2,3.5,.114,,2.4,-2.2,0.2,0.8
140,Donte DiVincenzo\divindo01,SG,23,MIL,43,978,15.0,.563,.480,.162,4.4,15.2,10.2,13.3,3.0,1.1,12.9,16.7,,1.0,2.2,3.2,.155,,0.2,2.5,2.8,1.2
141,Luka Dončić\doncilu01,PG,20,DAL,43,1411,29.1,.589,.445,.441,4.6,25.3,15.1,46.3,1.6,0.4,14.6,37.2,,5.3,1.7,7.0,.238,,9.5,1.8,11.4,4.8
142,Luguentz Dort\dortlu01,SG,20,OKC,15,318,7.4,.548,.494,.286,1.8,4.7,3.3,5.2,2.0,0.3,10.3,13.4,,0.1,0.3,0.4,.058,,-1.5,-0.7,-2.1,0.0
143,Damyean Dotson\dotsoda01,SG,25,NYK,42,733,11.3,.537,.567,.119,1.1,10.5,5.6,9.8,1.3,0.5,6.7,16.4,,0.6,0.2,0.8,.054,,-0.6,-2.3,-2.9,-0.2
144,Sekou Doumbouya\doumbse01,SF,19,DET,22,423,8.3,.525,.402,.252,2.9,15.5,9.2,3.1,1.3,1.4,11.9,16.4,,-0.1,0.3,0.2,.019,,-3.8,-1.5,-5.3,-0.4
145,PJ Dozier\doziepj01,PG,23,DEN,9,127,13.2,.524,.345,.091,0.9,14.8,7.8,22.8,1.2,1.4,10.9,21.8,,0.1,0.1,0.2,.083,,-1.4,-1.4,-2.8,0.0
146,Goran Dragić\dragigo01,PG,33,MIA,36,1007,16.4,.582,.471,.306,2.0,9.4,5.9,28.9,1.0,0.7,15.9,25.7,,1.4,0.8,2.2,.103,,1.6,-2.5,-0.8,0.3
147,Andre Drummond\drumman01,C,26,DET,46,1550,21.5,.545,.034,.391,15.1,37.3,26.2,13.2,2.9,4.3,18.7,25.0,,0.6,3.1,3.6,.113,,-1.8,4.5,2.7,1.8
148,Jared Dudley\dudleja01,SF,34,LAL,33,286,8.1,.619,.696,.043,1.6,12.3,7.1,7.7,1.8,0.9,11.3,7.8,,0.3,0.4,0.7,.111,,-1.2,0.7,-0.6,0.1
149,Kris Dunn\dunnkr01,PG,25,CHI,51,1269,12.2,.510,.327,.158,1.9,14.6,8.0,19.9,3.8,1.3,15.7,14.6,,0.3,2.1,2.4,.091,,-2.1,2.8,0.7,0.9
150,Carsen Edwards\edwarca01,SG,21,BOS,30,287,6.4,.436,.608,.127,1.9,13.0,7.5,10.3,1.7,0.6,12.2,18.2,,-0.3,0.4,0.0,.007,,-3.9,-1.0,-5.0,-0.2
151,Henry Ellenson\ellenhe01,PF,23,BRK,5,15,-1.2,.143,.571,.000,14.0,26.8,20.6,8.8,0.0,0.0,0.0,19.5,,-0.1,0.0,-0.1,-0.185,,-9.9,-3.1,-12.9,0.0
152,Wayne Ellington\ellinwa01,SG,32,NYK,24,338,5.9,.454,.822,.079,0.6,11.9,6.0,9.5,1.3,0.6,11.8,14.8,,-0.3,0.1,-0.1,-0.019,,-3.0,-2.0,-5.0,-0.3
153,Joel Embiid\embiijo01,C,25,PHI,33,1024,25.3,.594,.239,.503,9.1,34.4,21.9,17.3,1.2,3.6,13.4,31.6,,2.3,2.1,4.4,.207,,1.6,2.3,3.9,1.5
154,James Ennis\ennisja01,SF,29,PHI,47,756,12.5,.567,.466,.276,7.1,14.4,10.8,7.4,1.4,1.5,10.8,15.9,,0.9,1.0,1.9,.123,,-0.8,0.0,-0.8,0.2
155,Drew Eubanks\eubandr01,PF,22,SAS,7,38,21.5,.685,.000,.214,17.0,27.7,22.4,8.3,0.0,2.3,20.7,21.9,,0.1,0.0,0.1,.151,,-0.5,-2.2,-2.6,0.0
156,Jacob Evans\evansja02,SG,22,GSW,24,351,4.3,.428,.272,.219,2.1,8.5,5.2,10.0,1.2,2.3,16.7,18.2,,-0.7,0.1,-0.6,-0.078,,-7.3,-1.5,-8.7,-0.6
157,Dante Exum\exumda01,SG,24,CLE,16,274,11.5,.584,.333,.435,1.6,11.8,6.6,11.4,1.4,0.9,14.6,15.0,,0.2,0.1,0.3,.057,,-1.9,-1.4,-3.3,-0.1
158,Dante Exum\exumda01,SG,24,TOT,27,357,10.0,.566,.315,.348,2.2,11.6,6.9,11.5,1.2,1.2,18.5,15.7,,0.1,0.2,0.2,.033,,-2.9,-1.0,-3.9,-0.2
159,Dante Exum\exumda01,SG,24,UTA,11,83,4.9,.503,.261,.087,4.1,11.3,7.9,11.8,0.6,2.0,29.5,17.8,,-0.2,0.1,-0.1,-0.045,,-6.3,0.3,-6.0,-0.1
160,Tacko Fall\fallta01,C,24,BOS,4,21,23.7,.690,.000,.273,0.0,50.9,25.6,0.0,0.0,8.7,19.6,31.1,,0.0,0.1,0.0,.077,,-10.8,-4.1,-15.0,-0.1
161,Derrick Favors\favorde01,C,28,NOP,30,725,20.6,.633,.019,.226,14.1,29.7,21.8,11.3,1.2,3.8,13.7,15.4,,1.8,0.9,2.7,.178,,0.6,2.5,3.1,0.9
162,Cristiano Felício\feliccr01,PF,27,CHI,11,181,12.6,.714,.040,.400,13.3,15.1,14.2,4.7,0.8,0.5,21.4,8.9,,0.3,0.2,0.5,.133,,-1.4,-0.2,-1.6,0.0
163,Terrance Ferguson\fergute01,SF,21,OKC,36,935,4.7,.533,.771,.066,2.5,4.6,3.5,4.8,1.1,1.1,13.2,9.3,,0.1,0.6,0.7,.036,,-1.2,0.2,-1.0,0.2
164,Bruno Fernando\fernabr01,C,21,ATL,42,523,11.4,.537,.207,.269,10.3,19.1,14.7,10.5,1.2,2.4,19.0,15.8,,0.1,0.4,0.5,.045,,-3.1,0.1,-3.0,-0.1
165,Yogi Ferrell\ferreyo01,PG,26,SAC,37,427,12.7,.541,.386,.221,1.3,10.3,5.7,18.0,1.4,0.7,11.2,18.3,,0.4,0.2,0.7,.075,,-1.6,-2.2,-3.8,-0.2
166,Dorian Finney-Smith\finnedo01,PF,26,DAL,48,1418,12.1,.592,.582,.224,7.5,12.0,9.8,6.0,1.1,1.5,10.7,12.4,,2.2,1.0,3.2,.110,,1.3,0.3,1.6,1.3
167,Bryn Forbes\forbebr01,SG,26,SAS,47,1202,10.4,.543,.638,.135,1.0,8.0,4.5,10.0,0.9,0.0,8.4,18.8,,0.6,0.2,0.8,.034,,0.5,-3.4,-2.9,-0.3
168,Evan Fournier\fournev01,SG,27,ORL,47,1477,16.7,.589,.448,.243,0.7,8.6,4.5,18.4,1.6,0.6,11.2,24.7,,2.1,1.5,3.5,.114,,2.3,-1.7,0.6,1.0
169,De'Aaron Fox\foxde01,PG,22,SAC,30,940,20.8,.551,.211,.409,2.7,12.9,7.6,38.4,2.6,1.6,15.6,29.5,,1.3,1.0,2.3,.118,,2.2,0.3,2.5,1.1
170,Melvin Frazier\frazime01,SG,23,ORL,13,47,9.5,.480,.412,.235,2.2,7.0,4.5,3.2,4.2,3.8,9.6,19.1,,0.0,0.1,0.0,.042,,-4.4,1.6,-2.8,0.0
171,Michael Frazier\frazimi01,SG,25,HOU,5,40,5.6,.511,.778,.444,2.6,5.2,3.9,3.2,1.2,0.0,0.0,11.0,,0.0,0.0,0.1,.074,,-1.8,-2.9,-4.7,0.0
172,Tim Frazier\fraziti01,PG,29,DET,27,355,9.8,.464,.319,.255,2.9,7.6,5.2,36.0,1.9,0.9,25.6,17.1,,-0.1,0.2,0.1,.018,,-3.8,-2.6,-6.4,-0.4
173,Markelle Fultz\fultzma01,PG,21,ORL,47,1298,13.9,.508,.165,.203,1.9,12.1,6.8,27.0,2.3,0.6,14.8,21.2,,0.0,1.6,1.7,.063,,-1.9,0.3,-1.5,0.2
174,Wenyen Gabriel\gabriwe01,PF,22,POR,1,13,-7.8,.000,.333,.000,8.0,0.0,3.9,8.9,0.0,6.5,0.0,9.8,,0.0,0.0,0.0,-0.154,,-8.7,0.8,-7.9,0.0
175,Wenyen Gabriel\gabriwe01,PF,22,TOT,12,74,4.9,.389,.450,.500,7.3,9.4,8.3,7.1,2.0,3.7,17.0,17.3,,-0.1,0.1,-0.1,-0.049,,-5.8,0.3,-5.6,-0.1
176,Wenyen Gabriel\gabriwe01,PF,22,SAC,11,61,7.7,.444,.471,.588,7.2,11.4,9.3,6.8,2.4,3.1,18.9,18.9,,-0.1,0.1,0.0,-0.026,,-5.2,0.2,-5.1,0.0
177,Daniel Gafford\gaffoda01,C,21,CHI,32,411,17.9,.666,.000,.364,9.7,10.8,10.2,5.3,1.1,9.6,11.6,13.5,,0.9,0.6,1.5,.171,,-1.4,4.3,2.9,0.5
178,Danilo Gallinari\gallida01,PF,31,OKC,42,1285,20.1,.619,.552,.359,2.6,17.3,10.2,11.8,1.1,0.3,8.1,24.3,,3.5,1.3,4.8,.178,,3.9,-1.7,2.2,1.4
179,Langston Galloway\gallola01,SG,28,DET,50,1279,12.3,.583,.621,.182,2.0,7.8,4.9,8.2,1.5,0.6,6.5,15.7,,1.8,0.5,2.3,.088,,1.1,-1.7,-0.6,0.4
180,Darius Garland\garlada01,PG,20,CLE,48,1449,8.4,.495,.438,.115,1.6,5.6,3.6,18.1,1.2,0.0,17.6,21.3,,-1.2,-0.1,-1.3,-0.043,,-2.4,-3.3,-5.7,-1.4
181,Marc Gasol\gasolma01,C,35,TOR,35,974,12.2,.551,.537,.156,3.2,20.8,12.1,17.0,1.4,3.3,14.8,12.7,,0.9,1.8,2.7,.132,,-1.0,3.6,2.5,1.1
182,Rudy Gay\gayru01,PF,33,SAS,44,964,14.8,.549,.384,.253,4.7,22.7,13.8,11.8,1.0,2.1,13.6,21.1,,0.5,0.8,1.3,.064,,-1.1,-0.5,-1.6,0.1
183,Paul George\georgpa01,SF,29,LAC,27,819,20.4,.581,.513,.288,1.5,18.1,10.0,20.0,2.2,1.3,13.9,31.1,,1.1,1.3,2.4,.141,,2.9,0.4,3.4,1.1
184,Taj Gibson\gibsota01,C,34,NYK,46,759,14.4,.572,.055,.180,10.9,16.6,13.6,8.7,1.5,2.5,14.3,14.0,,1.0,0.6,1.5,.097,,-1.3,0.9,-0.4,0.3
185,Harry Giles\gilesha01,PF,21,SAC,22,243,13.6,.510,.000,.156,6.3,21.5,13.7,18.4,2.4,3.5,16.5,20.7,,0.0,0.3,0.3,.067,,-4.0,2.4,-1.6,0.0
186,Shai Gilgeous-Alexander\gilgesh01,SG,21,OKC,50,1776,17.2,.553,.230,.332,2.4,16.3,9.6,14.2,1.6,1.5,10.1,24.2,,1.9,2.2,4.0,.109,,-0.3,0.5,0.2,1.0
187,Rudy Gobert\goberru01,C,27,UTA,46,1582,22.9,.692,.000,.699,12.2,32.9,23.0,7.0,1.0,4.8,14.9,17.1,,4.7,3.3,7.9,.241,,1.2,4.1,5.3,2.9
188,Brandon Goodwin\goodwbr01,PG,24,ATL,19,241,12.0,.500,.451,.142,3.1,13.5,8.2,18.6,1.9,1.0,13.0,23.7,,-0.1,0.1,0.1,.012,,-2.0,-2.2,-4.2,-0.1
189,Aaron Gordon\gordoaa01,PF,24,ORL,42,1331,13.0,.493,.318,.258,5.3,19.1,11.9,14.3,1.1,1.4,10.5,20.5,,0.1,1.6,1.7,.062,,-1.8,0.8,-1.0,0.3
190,Eric Gordon\gordoer01,SG,31,HOU,24,720,11.3,.531,.671,.249,0.9,6.3,3.6,7.3,0.8,1.1,7.2,22.1,,0.5,0.3,0.8,.053,,-0.5,-3.5,-4.0,-0.4
191,Devonte' Graham\grahade01,PG,24,CHO,48,1687,15.8,.535,.615,.255,2.2,9.3,5.6,35.7,1.3,0.7,14.7,24.8,,2.0,0.6,2.5,.072,,2.8,-2.8,0.0,0.9
192,Treveon Graham\grahatr01,SG,26,ATL,6,38,-1.2,.304,.667,.222,5.6,8.6,7.1,0.0,0.0,0.0,9.2,11.8,,-0.1,0.0,-0.1,-0.110,,-8.0,-5.5,-13.5,-0.1
193,Treveon Graham\grahatr01,SG,26,TOT,39,701,5.8,.440,.484,.212,4.5,11.4,7.8,5.9,1.1,0.2,9.0,13.0,,-0.3,0.4,0.1,.004,,-3.9,-1.2,-5.2,-0.6
194,Treveon Graham\grahatr01,SG,26,MIN,33,663,6.2,.447,.474,.211,4.4,11.5,7.9,6.3,1.2,0.2,9.0,13.1,,-0.2,0.4,0.1,.011,,-3.7,-1.0,-4.7,-0.4
195,Jerami Grant\grantje01,PF,25,DEN,49,1252,14.0,.574,.393,.319,3.9,11.6,7.7,6.4,1.2,3.1,7.9,17.8,,1.7,1.4,3.0,.116,,-0.3,0.1,-0.2,0.6
196,Josh Gray\grayjo01,PG,26,NOP,2,23,-5.0,.500,.000,.000,4.5,4.7,4.6,10.5,0.0,0.0,71.4,12.5,,-0.1,0.0,-0.1,-0.233,,-11.3,-1.8,-13.2,-0.1
197,Danny Green\greenda02,SG,32,LAL,46,1151,11.5,.559,.690,.117,3.2,12.0,7.7,6.7,2.4,1.7,9.8,14.7,,0.9,1.7,2.6,.107,,0.4,1.1,1.5,1.0
198,Draymond Green\greendr01,PF,29,GSW,36,1052,12.4,.484,.398,.280,2.0,21.7,11.5,29.4,2.4,2.4,20.5,15.9,,-0.2,1.2,0.9,.043,,-2.7,2.1,-0.7,0.4
199,JaMychal Green\greenja01,PF,29,LAC,39,820,10.8,.549,.655,.164,7.4,24.3,16.0,4.5,1.1,1.6,13.2,13.7,,0.5,1.3,1.8,.107,,-1.3,0.7,-0.6,0.3
200,Javonte Green\greenja02,SF,26,BOS,37,338,14.4,.585,.231,.374,5.1,14.5,9.9,7.4,2.6,1.3,10.2,14.9,,0.5,0.6,1.0,.145,,-1.1,1.0,-0.2,0.2
201,Jeff Green\greenje02,PF,33,UTA,30,553,10.2,.523,.533,.323,2.9,12.6,8.0,5.2,1.1,1.5,10.8,19.7,,0.0,0.6,0.7,.057,,-2.1,-0.7,-2.8,-0.1
202,Blake Griffin\griffbl01,PF,30,DET,18,512,12.0,.476,.444,.392,3.7,14.7,9.2,17.7,0.7,1.1,12.0,28.2,,-0.3,0.2,-0.1,-0.008,,-2.1,-2.5,-4.6,-0.3
203,Marko Guduric\gudurma01,SG,24,MEM,32,430,7.1,.482,.519,.156,3.0,12.3,7.7,12.0,1.2,1.4,19.1,17.3,,-0.5,0.2,-0.2,-0.026,,-4.0,-1.2,-5.2,-0.3
204,Kyle Guy\guyky01,SG,22,SAC,2,4,10.1,.500,.500,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.8,,0.0,0.0,0.0,-0.018,,-3.4,-7.6,-10.9,0.0
205,Rui Hachimura\hachiru01,PF,21,WAS,25,729,14.2,.533,.158,.178,5.6,16.5,10.9,8.0,1.2,0.4,5.8,19.7,,0.8,0.0,0.9,.056,,-1.0,-2.6,-3.6,-0.3
206,Devon Hall\hallde01,SG,24,OKC,5,20,3.6,.370,.400,.800,0.0,5.3,2.8,19.2,0.0,0.0,12.9,17.1,,0.0,0.0,0.0,-0.059,,-6.8,-4.6,-11.5,0.0
207,Tim Hardaway\hardati02,SG,27,DAL,45,1199,14.3,.570,.589,.174,1.4,9.9,5.7,9.3,1.1,0.3,6.4,21.2,,1.9,0.6,2.5,.102,,1.6,-2.7,-1.1,0.3
208,James Harden\hardeja01,SG,30,HOU,45,1669,28.9,.616,.549,.515,3.0,14.8,8.9,33.4,2.1,2.1,13.7,37.0,,6.8,1.9,8.7,.251,,8.9,-0.1,8.8,4.6
